key,en,es,fr,zh,hi,ko
resourcelib_clear_all,CLEAR ALL,LIMPIAR TODO,TOUT EFFACER,清除全部,सभी साफ़ करें,전체 지우기
resourcelib_lead1,"The MindBalance Resource Library is a searchable collection of educational information about mental health conditions. Explore topics to learn common symptoms, warning signs, and key facts in a clear, respectful way.","La Biblioteca de Recursos de MindBalance es una colección de información educativa sobre condiciones de salud mental. Explora temas para aprender síntomas comunes, señales de advertencia y datos clave de manera clara y respetuosa.","La Bibliothèque de Ressources MindBalance est une collection d'informations éducatives sur les conditions de santé mentale. Explorez les sujets pour apprendre les symptômes courants, les signes d'alerte et les faits clés de manière claire et respectueuse.",MindBalance资源库是关于心理健康状况的教育信息可搜索集合。探索主题，以清晰、尊重的方式了解常见症状、警告信号和关键事实。,"MindBalance संसाधन पुस्तकालय मानसिक स्वास्थ्य स्थितियों के बारे में शैक्षिक जानकारी का एक खोजने योग्य संग्रह है। सामान्य लक्षण, चेतावनी संकेत और प्रमुख तथ्यों को स्पष्ट, सम्मानजनक तरीके से जानने के लिए विषयों का अन्वेषण करें।","MindBalance 자료실은 정신건강 상태에 관한 교육 정보를 검색할 수 있는 모음집입니다. 일반적인 증상, 경고 징후, 주요 사실을 명확하고 존중하는 방식으로 알아보세요."
resourcelib_lead2,"This page is informational and separate from Support Resources. If you need help right now, please use the Support page.","Esta página es informativa y está separada de los Recursos de Apoyo. Si necesitas ayuda ahora mismo, por favor usa la página de Apoyo.","Cette page est informative et séparée des Ressources de Soutien. Si vous avez besoin d'aide maintenant, veuillez utiliser la page Soutien.",此页面仅供参考，与支持资源页面分开。如果您现在需要帮助，请使用支持页面。,"यह पृष्ठ सूचनात्मक है और सहायता संसाधनों से अलग है। अगर आपको अभी मदद चाहिए, तो कृपया सहायता पृष्ठ का उपयोग करें।",이 페이지는 정보 제공 목적이며 지원 자료와는 별개입니다. 지금 당장 도움이 필요하시면 지원 페이지를 이용해 주세요.
resourcelib_out_of,out of,de,sur,共,में से,중
resourcelib_providers,PROVIDERS,PROVEEDORES,FOURNISSEURS,来源,प्रदाता,제공자
resourcelib_search_label,Search resources,Buscar recursos,Rechercher des ressources,搜索资源,संसाधन खोजें,자료 검색
resourcelib_search_placeholder,"Search for resources by title, description, tag, category...","Buscar recursos por título, descripción, etiqueta, categoría...","Rechercher des ressources par titre, description, tag, catégorie...",按标题、描述、标签、类别搜索资源...,"शीर्षक, विवरण, टैग, श्रेणी द्वारा संसाधन खोजें...","제목, 설명, 태그, 카테고리로 자료 검색..."
resourcelib_showing,Showing,Mostrando,Affichage,显示,दिखा रहा है,표시 중
resourcelib_support_note,"If you or someone you know is in immediate danger, call 911. If you need urgent help, go to our Support page for 24/7 options.","Si tú o alguien que conoces está en peligro inmediato, llama al 911. Si necesitas ayuda urgente, ve a nuestra página de Apoyo para opciones 24/7.","Si vous ou quelqu'un que vous connaissez est en danger immédiat, appelez le 911. Si vous avez besoin d'aide urgente, consultez notre page Soutien pour des options 24/7.",如果您或您认识的人处于紧急危险中，请拨打911。如果您需要紧急帮助，请访问我们的支持页面获取24/7选项。,"अगर आप या आपका कोई परिचित तत्काल खतरे में है, तो 911 पर कॉल करें। अगर आपको तुरंत मदद चाहिए, तो 24/7 विकल्पों के लिए हमारे सहायता पृष्ठ पर जाएं।",본인이나 아는 분이 즉각적인 위험에 처해 있다면 119에 전화하세요. 긴급한 도움이 필요하시면 24시간 이용 가능한 지원 페이지를 방문해 주세요.
resourcelib_title,THE MINDBALANCE RESOURCE LIBRARY,BIBLIOTECA DE RECURSOS MINDBALANCE,BIBLIOTHÈQUE DE RESSOURCES MINDBALANCE,MINDBALANCE 资源库,MINDBALANCE संसाधन पुस्तकालय,MINDBALANCE 자료실
resourcelib_visit,VISIT,VISITAR,VISITER,访问,देखें,방문
resources_subtitle,Learn about common mental health topics,Aprende sobre temas comunes de salud mental,Apprenez sur les sujets courants de santé mentale,了解常见的心理健康话题,सामान्य मानसिक स्वास्थ्य विषयों के बारे में जानें,일반적인 정신건강 주제에 대해 알아보기
resources_title,Mental Health Resources,Recursos de Salud Mental,Ressources en Santé Mentale,心理健康资源,मानसिक स्वास्थ्य संसाधन,정신건강 자료
rl_aud_Adults,Adults,Adultos,Adultes,成人,वयस्क,성인
rl_aud_Families,Families,Familias,Familles,家庭,परिवार,가족
rl_aud_General,General,General,Général,通用,सामान्य,일반
rl_aud_Teens,Teens,Adolescentes,Adolescents,青少年,किशोर,청소년
rl_tag_ACT,ACT,TAC,TAC,接纳承诺疗法,ACT,수용전념치료
rl_tag_ADHD,ADHD,TDAH,TDAH,注意力缺陷,ADHD,주의력결핍과잉행동장애
rl_tag_Accommodations,Accommodations,Adaptaciones,Aménagements,调整,समायोजन,편의제공
rl_tag_Advocacy,Advocacy,Defensa,Plaidoyer,倡导,वकालत,옹호
rl_tag_Alcohol,Alcohol,Alcohol,Alcool,酒精,शराब,알코올
rl_tag_Anger,Anger,Ira,Colère,愤怒,क्रोध,분노
rl_tag_Anorexia,Anorexia,Anorexia,Anorexie,厌食症,एनोरेक्सिया,거식증
rl_tag_Anxiety,Anxiety,Ansiedad,Anxiété,焦虑,चिंता,불안
rl_tag_Autism,Autism,Autismo,Autisme,自闭症,ऑटिज्म,자폐
rl_tag_BDD,BDD,TDC,TDC,躯体变形障碍,BDD,신체이형장애
rl_tag_BED,BED,TPA,HAC,暴食症,BED,폭식장애
rl_tag_BPD,BPD,TLP,TPL,边缘型人格,BPD,경계성인격장애
rl_tag_Behavior,Behavior,Comportamiento,Comportement,行为,व्यवहार,행동
rl_tag_Bipolar,Bipolar,Bipolar,Bipolaire,双相,बाइपोलर,양극성장애
rl_tag_BipolarI,Bipolar I,Bipolar I,Bipolaire I,双相I型,बाइपोलर I,제1형 양극성장애
rl_tag_BipolarII,Bipolar II,Bipolar II,Bipolaire II,双相II型,बाइपोलर II,제2형 양극성장애
rl_tag_BodyImage,Body Image,Imagen Corporal,Image Corporelle,身体形象,शरीर की छवि,신체이미지
rl_tag_Bulimia,Bulimia,Bulimia,Boulimie,贪食症,बुलिमिया,폭식증
rl_tag_Burnout,Burnout,Agotamiento,Épuisement,倦怠,बर्नआउट,번아웃
rl_tag_CBT,CBT,TCC,TCC,认知行为疗法,CBT,인지행동치료
rl_tag_CBTI,CBT-I,TCC-I,TCC-I,失眠认知行为疗法,CBT-I,불면증인지행동치료
rl_tag_CoOccurring,Co-Occurring,Comórbido,Comorbide,共病,सह-घटित,동반발생
rl_tag_Communication,Communication,Comunicación,Communication,沟通,संचार,소통
rl_tag_Community,Community,Comunidad,Communauté,社区,समुदाय,커뮤니티
rl_tag_ComplexPTSD,Complex PTSD,TEPT Complejo,TSPT Complexe,复杂创伤后应激,जटिल PTSD,복합외상후스트레스장애
rl_tag_CopingSkills,Coping Skills,Habilidades de Afrontamiento,Stratégies d'Adaptation,应对技巧,मुकाबला कौशल,대처 기술
rl_tag_Crisis,Crisis,Crisis,Crise,危机,संकट,위기
rl_tag_DBT,DBT,TDC,TCD,辩证行为疗法,DBT,변증법적행동치료
rl_tag_Delusions,Delusions,Delirios,Délires,妄想,भ्रम,망상
rl_tag_Depression,Depression,Depresión,Dépression,抑郁,अवसाद,우울
rl_tag_Diagnosis,Diagnosis,Diagnóstico,Diagnostic,诊断,निदान,진단
rl_tag_Dissociation,Dissociation,Disociación,Dissociation,解离,विघटन,해리
rl_tag_Distress,Distress,Angustia,Détresse,痛苦,कष्ट,고통
rl_tag_Dysthymia,Dysthymia,Distimia,Dysthymie,心境恶劣,डिस्थीमिया,기분부전증
rl_tag_ERP,ERP,EPR,EPR,暴露反应预防,ERP,노출반응예방
rl_tag_EarlySigns,Early Signs,Señales Tempranas,Signes Précoces,早期迹象,प्रारंभिक संकेत,초기 징후
rl_tag_EatingDisorders,Eating Disorders,Trastornos Alimentarios,Troubles Alimentaires,进食障碍,खान-पान विकार,섭식장애
rl_tag_Education,Education,Educación,Éducation,教育,शिक्षा,교육
rl_tag_EmotionRegulation,Emotion Regulation,Regulación Emocional,Régulation Émotionnelle,情绪调节,भावना नियमन,감정조절
rl_tag_Evaluation,Evaluation,Evaluación,Évaluation,评估,मूल्यांकन,평가
rl_tag_EvidenceBased,Evidence-Based,Basado en Evidencia,Fondé sur des Preuves,循证,साक्ष्य-आधारित,근거 기반
rl_tag_Exercise,Exercise,Ejercicio,Exercice,运动,व्यायाम,운동
rl_tag_ExposureTherapy,Exposure Therapy,Terapia de Exposición,Thérapie d'Exposition,暴露疗法,एक्सपोजर थेरेपी,노출치료
rl_tag_Families,Families,Familias,Familles,家庭,परिवार,가족
rl_tag_Foundations,Foundations,Fundamentos,Fondements,基础,आधार,기초
rl_tag_Friends,Friends,Amigos,Amis,朋友,दोस्त,친구
rl_tag_GAD,GAD,TAG,TAG,广泛性焦虑,GAD,범불안장애
rl_tag_Grief,Grief,Duelo,Deuil,悲伤,शोक,슬픔
rl_tag_Guidance,Guidance,Orientación,Conseils,指导,मार्गदर्शन,안내
rl_tag_Habits,Habits,Hábitos,Habitudes,习惯,आदतें,습관
rl_tag_HealthAnxiety,Health Anxiety,Ansiedad por la Salud,Anxiété de Santé,健康焦虑,स्वास्थ्य चिंता,건강불안
rl_tag_Hoarding,Hoarding,Acumulación,Accumulation,囤积,जमाखोरी,저장장애
rl_tag_Hypomania,Hypomania,Hipomanía,Hypomanie,轻躁狂,हाइपोमेनिया,경조증
rl_tag_Index,Index,Índice,Index,索引,सूचकांक,색인
rl_tag_Insomnia,Insomnia,Insomnio,Insomnie,失眠,अनिद्रा,불면증
rl_tag_Learning,Learning,Aprendizaje,Apprentissage,学习,सीखना,학습
rl_tag_LifeEvents,Life Events,Eventos de Vida,Événements de Vie,生活事件,जीवन घटनाएं,인생사건
rl_tag_LightTherapy,Light Therapy,Fototerapia,Luminothérapie,光疗,लाइट थेरेपी,광선치료
rl_tag_Loss,Loss,Pérdida,Perte,丧失,हानि,상실
rl_tag_MDD,MDD,TDM,TDM,重度抑郁,MDD,주요우울장애
rl_tag_Mania,Mania,Manía,Manie,躁狂,उन्माद,조증
rl_tag_Mindfulness,Mindfulness,Atención Plena,Pleine Conscience,正念,माइंडफुलनेस,마음챙김
rl_tag_Mood,Mood,Estado de Ánimo,Humeur,情绪,मूड,기분
rl_tag_Neurodevelopmental,Neurodevelopmental,Neurodesarrollo,Neurodéveloppemental,神经发育,न्यूरोडेवलपमेंटल,신경발달
rl_tag_OCD,OCD,TOC,TOC,强迫症,OCD,강박장애
rl_tag_OCDRelated,OCD-Related,Relacionado con TOC,Lié au TOC,强迫相关,OCD संबंधित,강박관련
rl_tag_Opioids,Opioids,Opioides,Opioïdes,阿片类,ओपिओइड्स,오피오이드
rl_tag_Overview,Overview,Resumen,Aperçu,概述,अवलोकन,개요
rl_tag_PTSD,PTSD,TEPT,TSPT,创伤后应激,PTSD,외상후스트레스장애
rl_tag_Panic,Panic,Pánico,Panique,恐慌,पैनिक,공황
rl_tag_Perinatal,Perinatal,Perinatal,Périnatal,围产期,प्रसवकालीन,주산기
rl_tag_PersonalityDisorders,Personality Disorders,Trastornos de Personalidad,Troubles de la Personnalité,人格障碍,व्यक्तित्व विकार,성격장애
rl_tag_Phobia,Phobia,Fobia,Phobie,恐惧症,फोबिया,공포증
rl_tag_Postpartum,Postpartum,Posparto,Post-partum,产后,प्रसवोत्तर,산후
rl_tag_Prevention,Prevention,Prevención,Prévention,预防,रोकथाम,예방
rl_tag_ProlongedGrief,Prolonged Grief,Duelo Prolongado,Deuil Prolongé,延长性悲伤,लंबा शोक,지연애도
rl_tag_Psychosis,Psychosis,Psicosis,Psychose,精神病,मनोविकृति,정신병
rl_tag_PublicHealth,Public Health,Salud Pública,Santé Publique,公共卫生,सार्वजनिक स्वास्थ्य,공중보건
rl_tag_Recovery,Recovery,Recuperación,Rétablissement,康复,रिकवरी,회복
rl_tag_Reference,Reference,Referencia,Référence,参考,संदर्भ,참고
rl_tag_Relationships,Relationships,Relaciones,Relations,关系,संबंध,관계
rl_tag_SAD,SAD,TAE,TAS,季节性抑郁,SAD,계절성정동장애
rl_tag_Safety,Safety,Seguridad,Sécurité,安全,सुरक्षा,안전
rl_tag_Schizophrenia,Schizophrenia,Esquizofrenia,Schizophrénie,精神分裂症,सिज़ोफ्रेनिया,조현병
rl_tag_School,School,Escuela,École,学校,स्कूल,학교
rl_tag_SelfHarm,Self-Harm,Autolesión,Automutilation,自我伤害,स्व-नुकसान,자해
rl_tag_SelfManagement,Self-Management,Autogestión,Autogestion,自我管理,स्व-प्रबंधन,자기관리
rl_tag_Skills,Skills,Habilidades,Compétences,技能,कौशल,기술
rl_tag_Sleep,Sleep,Sueño,Sommeil,睡眠,नींद,수면
rl_tag_SocialAnxiety,Social Anxiety,Ansiedad Social,Anxiété Sociale,社交焦虑,सामाजिक चिंता,사회불안
rl_tag_Somatic,Somatic,Somático,Somatique,躯体化,दैहिक,신체
rl_tag_Stigma,Stigma,Estigma,Stigmatisation,污名,कलंक,편견
rl_tag_Stress,Stress,Estrés,Stress,压力,तनाव,스트레스
rl_tag_SubstanceUse,Substance Use,Uso de Sustancias,Usage de Substances,物质使用,पदार्थ उपयोग,물질사용
rl_tag_SuicidePrevention,Suicide Prevention,Prevención del Suicidio,Prévention du Suicide,自杀预防,आत्महत्या रोकथाम,자살예방
rl_tag_Support,Support,Apoyo,Soutien,支持,सहायता,지원
rl_tag_Symptoms,Symptoms,Síntomas,Symptômes,症状,लक्षण,증상
rl_tag_Therapy,Therapy,Terapia,Thérapie,心理治疗,थेरेपी,심리치료
rl_tag_Trauma,Trauma,Trauma,Traumatisme,创伤,आघात,트라우마
rl_tag_Treatment,Treatment,Tratamiento,Traitement,治疗,उपचार,치료
rl_tag_WarningSigns,Warning Signs,Señales de Advertencia,Signes d'Alerte,警告信号,चेतावनी संकेत,경고 징후
rl_tag_WellBeing,Well-Being,Bienestar,Bien-être,身心健康,कल्याण,웰빙
rl_tag_Workplace,Workplace,Trabajo,Travail,职场,कार्यस्थल,직장
rl_tag_Youth,Youth,Jóvenes,Jeunesse,青年,युवा,청소년
scroll_book,Book,Reservar,Réserver,预约,बुक करें,예약
scroll_crisis,Crisis,Crisis,Crise,危机,संकट,위기
scroll_faq,FAQ,FAQ,FAQ,常见问题,FAQ,FAQ
scroll_helplines,Helplines,Líneas de Ayuda,Lignes d'Aide,帮助热线,हेल्पलाइन,상담전화
scroll_resources,Resources,Recursos,Ressources,资源,संसाधन,자료
scroll_selfhelp,Self-Help,Autoayuda,Auto-aide,自助,स्व-सहायता,자가도움
scroll_top,Top,Inicio,Haut,顶部,शीर्ष,맨 위로
search_placeholder,"Search for resources, topics, or support options...","Buscar recursos, temas u opciones de apoyo...","Rechercher des ressources, sujets ou options de soutien...",搜索资源、主题或支持选项...,"संसाधन, विषय या सहायता विकल्प खोजें...","자료, 주제 또는 지원 옵션 검색..."
selfhelp_breathing_step1,Breathe in quietly through your nose for 4 seconds,Inhala silenciosamente por la nariz durante 4 segundos,Inspirez silencieusement par le nez pendant 4 secondes,用鼻子安静地吸气4秒,4 सेकंड के लिए नाक से धीरे से सांस लें,코로 4초 동안 조용히 숨을 들이쉬세요
selfhelp_breathing_step2,Hold your breath for 7 seconds,Mantén la respiración durante 7 segundos,Retenez votre souffle pendant 7 secondes,屏住呼吸7秒,7 सेकंड के लिए सांस रोकें,7초 동안 숨을 참으세요
selfhelp_breathing_step3,Exhale completely through your mouth for 8 seconds,Exhala completamente por la boca durante 8 segundos,Expirez complètement par la bouche pendant 8 secondes,用嘴巴完全呼气8秒,8 सेकंड के लिए मुंह से पूरी तरह सांस छोड़ें,입으로 8초 동안 완전히 숨을 내쉬세요
selfhelp_breathing_step4,Repeat 3-4 times,Repite 3-4 veces,Répétez 3-4 fois,重复3-4次,3-4 बार दोहराएं,3-4회 반복하세요
selfhelp_breathing_text,A simple 4-7-8 breathing technique to help calm your nervous system.,Una técnica de respiración 4-7-8 simple para ayudar a calmar tu sistema nervioso.,Une technique de respiration 4-7-8 simple pour calmer votre système nerveux.,简单的4-7-8呼吸技巧，帮助平静神经系统。,तंत्रिका तंत्र को शांत करने में मदद करने वाली सरल 4-7-8 श्वास तकनीक।,신경계를 진정시키는 간단한 4-7-8 호흡법.
selfhelp_breathing_title,Breathing Exercise,Ejercicio de Respiración,Exercice de Respiration,呼吸练习,श्वास व्यायाम,호흡 연습
selfhelp_grounding_step1,Name 5 things you can see,Nombra 5 cosas que puedes ver,Nommez 5 choses que vous pouvez voir,说出你能看到的5样东西,5 चीजें बताएं जो आप देख सकते हैं,보이는 것 5가지를 말해보세요
selfhelp_grounding_step2,Name 4 things you can touch,Nombra 4 cosas que puedes tocar,Nommez 4 choses que vous pouvez toucher,说出你能触摸的4样东西,4 चीजें बताएं जो आप छू सकते हैं,만질 수 있는 것 4가지를 말해보세요
selfhelp_grounding_step3,Name 3 things you can hear,Nombra 3 cosas que puedes escuchar,Nommez 3 choses que vous pouvez entendre,说出你能听到的3种声音,3 चीजें बताएं जो आप सुन सकते हैं,들리는 것 3가지를 말해보세요
selfhelp_grounding_step4,Name 2 things you can smell,Nombra 2 cosas que puedes oler,Nommez 2 choses que vous pouvez sentir,说出你能闻到的2种气味,2 चीजें बताएं जो आप सूंघ सकते हैं,냄새 맡을 수 있는 것 2가지를 말해보세요
selfhelp_grounding_step5,Name 1 thing you can taste,Nombra 1 cosa que puedes saborear,Nommez 1 chose que vous pouvez goûter,说出你能尝到的1种味道,1 चीज बताएं जिसका स्वाद आप ले सकते हैं,맛볼 수 있는 것 1가지를 말해보세요
selfhelp_grounding_text,A grounding technique to help when feeling overwhelmed or anxious.,Una técnica de anclaje para ayudar cuando te sientes abrumado o ansioso.,Une technique d'ancrage pour aider quand vous vous sentez submergé ou anxieux.,当感到不知所措或焦虑时使用的接地技术。,जब आप अभिभूत या चिंतित महसूस करें तो मदद करने वाली ग्राउंडिंग तकनीक।,압도당하거나 불안할 때 도움이 되는 그라운딩 기법.
selfhelp_grounding_title,5-4-3-2-1 Grounding,Técnica de Anclaje 5-4-3-2-1,Ancrage 5-4-3-2-1,5-4-3-2-1 接地技术,5-4-3-2-1 ग्राउंडिंग,5-4-3-2-1 그라운딩
selfhelp_journal_prompt1,What am I grateful for today?,¿Por qué estoy agradecido/a hoy?,Pour quoi suis-je reconnaissant(e) aujourd'hui?,今天我感激什么？,आज मैं किस बात के लिए आभारी हूं?,오늘 감사한 것은 무엇인가요?
selfhelp_journal_prompt2,What emotions am I feeling right now?,¿Qué emociones estoy sintiendo ahora mismo?,Quelles émotions est-ce que je ressens maintenant?,我现在感受到什么情绪？,अभी मैं कौन सी भावनाएं महसूस कर रहा/रही हूं?,지금 느끼는 감정은 무엇인가요?
selfhelp_journal_prompt3,What would I tell a friend in my situation?,¿Qué le diría a un amigo en mi situación?,Que dirais-je à un ami dans ma situation?,如果朋友处于我的处境，我会对他说什么？,मेरी स्थिति में एक दोस्त को मैं क्या कहूंगा/कहूंगी?,내 상황에 있는 친구에게 뭐라고 말해줄까요?
selfhelp_journal_prompt4,What is one small step I can take today?,¿Cuál es un pequeño paso que puedo dar hoy?,Quel petit pas puis-je faire aujourd'hui?,今天我可以迈出的一小步是什么？,आज मैं कौन सा छोटा कदम उठा सकता/सकती हूं?,오늘 할 수 있는 작은 한 걸음은 무엇인가요?
selfhelp_journal_text,Writing can help process emotions and gain clarity.,Escribir puede ayudar a procesar emociones y ganar claridad.,Écrire peut aider à traiter les émotions et gagner en clarté.,写作可以帮助处理情绪并获得清晰度。,लिखना भावनाओं को संसाधित करने और स्पष्टता प्राप्त करने में मदद कर सकता है।,글쓰기는 감정을 처리하고 명확성을 얻는 데 도움이 됩니다.
selfhelp_journal_title,Journaling Prompts,Indicaciones para Escribir,Sujets de Journal,日记提示,जर्नलिंग प्रॉम्प्ट,일기 작성 주제
selfhelp_subtitle,Exercises you can do right now,Ejercicios que puedes hacer ahora mismo,Exercices que vous pouvez faire maintenant,您现在就可以做的练习,अभ्यास जो आप अभी कर सकते हैं,지금 바로 할 수 있는 연습
selfhelp_title,Self-Help Tools,Herramientas de Autoayuda,Outils d'Auto-Assistance,自助工具,स्व-सहायता उपकरण,자가도움 도구
settings_colorblind,Colorblind Mode,Modo Daltónico,Mode Daltonien,色盲模式,कलरब्लाइंड मोड,색맹 모드
settings_dark_mode,Dark Mode,Modo Oscuro,Mode Sombre,深色模式,डार्क मोड,다크 모드
settings_dyslexia,Dyslexia Font,Fuente Dislexia,Police Dyslexie,阅读障碍字体,डिस्लेक्सिया फ़ॉन्ट,난독증 글꼴
settings_focus_mode,Focus Mode (ADHD),Modo Enfoque (TDAH),Mode Concentration (TDAH),专注模式 (ADHD),फोकस मोड (ADHD),집중 모드 (ADHD)
settings_font_size,Font Size,Tamaño de Fuente,Taille de Police,字体大小,फ़ॉन्ट आकार,글꼴 크기
settings_high_contrast,High Contrast,Alto Contraste,Contraste Élevé,高对比度,उच्च कंट्रास्ट,고대비 모드
settings_language,Language,Idioma,Langue,语言,भाषा,언어
settings_preferences,Preferences,Preferencias,Préférences,偏好设置,प्राथमिकताएं,환경설정
settings_reduce_motion,Reduce Motion,Reducir Movimiento,Réduire les Mouvements,减少动效,गति कम करें,모션 줄이기
settings_title,Settings,Configuración,Paramètres,设置,सेटिंग्स,설정
sidebar_activity,Activity Feed,Actividad,Fil d'Activité,动态,गतिविधि फ़ीड,활동 피드
sidebar_community,Community,Comunidad,Communauté,社区,समुदाय,커뮤니티
sidebar_guest,Guest mode,Modo invitado,Mode invité,访客模式,अतिथि मोड,게스트 모드
sidebar_guest_desc,"Read posts as a guest. Sign in to create posts, comment, and join discussions.","Lee publicaciones como invitado. Inicia sesión para crear publicaciones, comentar y unirte a las discusiones.","Lisez les publications en tant qu'invité. Connectez-vous pour créer des publications, commenter et participer aux discussions.",以访客身份阅读帖子。登录后可发布帖子、评论和参与讨论。,"अतिथि के रूप में पोस्ट पढ़ें। पोस्ट बनाने, टिप्पणी करने और चर्चाओं में शामिल होने के लिए साइन इन करें।","게스트로 글을 읽으세요. 글 작성, 댓글, 토론 참여를 하려면 로그인하세요."
sidebar_signin,Sign in / Register,Iniciar sesión / Registrarse,Se connecter / S'inscrire,登录 / 注册,साइन इन / पंजीकरण करें,로그인 / 회원가입
slide1_cta,Learn more,Aprende más,En savoir plus,了解更多,और जानें,자세히 알아보기
slide1_desc,"Learn the symptoms, causes, and treatment options for common mental health disorders, including anxiety and depression. MindBalance provides clear information, trusted resources, and guidance to help individuals understand their mental health and take the next step toward support.","Aprende los síntomas, causas y opciones de tratamiento para trastornos comunes de salud mental, incluyendo ansiedad y depresión. MindBalance proporciona información clara, recursos confiables y orientación para ayudar a las personas a entender su salud mental y dar el siguiente paso hacia el apoyo.","Apprenez les symptômes, les causes et les options de traitement pour les troubles de santé mentale courants, y compris l'anxiété et la dépression. MindBalance fournit des informations claires, des ressources fiables et des conseils pour aider les individus à comprendre leur santé mentale et à faire le prochain pas vers le soutien.",了解常见心理健康障碍的症状、原因和治疗方案，包括焦虑和抑郁。MindBalance提供清晰的信息、可靠的资源和指导，帮助人们了解自己的心理健康并迈向支持的下一步。,"सामान्य मानसिक स्वास्थ्य विकारों के लक्षण, कारण और उपचार विकल्पों के बारे में जानें, जिसमें चिंता और अवसाद शामिल हैं। MindBalance स्पष्ट जानकारी, विश्वसनीय संसाधन और मार्गदर्शन प्रदान करता है ताकि व्यक्ति अपने मानसिक स्वास्थ्य को समझ सकें और सहायता की ओर अगला कदम उठा सकें।","불안장애와 우울증을 포함한 일반적인 정신건강 장애의 증상, 원인, 치료 방법을 알아보세요. MindBalance는 명확한 정보, 신뢰할 수 있는 자료, 그리고 개인이 자신의 정신건강을 이해하고 다음 단계로 나아갈 수 있도록 안내를 제공합니다."
slide1_kicker,Mental health disorders,Trastornos de salud mental,Troubles de santé mentale,心理健康障碍,मानसिक स्वास्थ्य विकार,정신건강 장애
slide1_title,Anxiety & depression,Ansiedad y depresión,Anxiété et dépression,焦虑与抑郁,चिंता और अवसाद,불안장애와 우울증
slide2_cta,View helplines,Ver líneas de ayuda,Voir les lignes d'aide,查看帮助热线,हेल्पलाइन देखें,상담전화 보기
slide2_desc,"Find trusted local and national helplines, text lines, and emergency resources. If you or someone you know needs help right now, this page makes it simple to reach support quickly.","Encuentra líneas de ayuda locales y nacionales, líneas de texto y recursos de emergencia confiables. Si tú o alguien que conoces necesita ayuda ahora mismo, esta página facilita llegar al apoyo rápidamente.","Trouvez des lignes d'aide locales et nationales, des lignes de texte et des ressources d'urgence fiables. Si vous ou quelqu'un que vous connaissez a besoin d'aide maintenant, cette page facilite l'accès rapide au soutien.",查找可靠的本地和全国帮助热线、短信热线和紧急资源。如果您或您认识的人现在需要帮助，此页面可让您快速获得支持。,"विश्वसनीय स्थानीय और राष्ट्रीय हेल्पलाइन, टेक्स्ट लाइन और आपातकालीन संसाधन खोजें। यदि आपको या आपके किसी परिचित को अभी मदद की जरूरत है, तो यह पृष्ठ जल्दी से सहायता तक पहुंचना आसान बनाता है।","신뢰할 수 있는 지역 및 전국 상담전화, 문자 상담, 응급 자료를 찾아보세요. 지금 당장 도움이 필요하시다면, 이 페이지에서 빠르게 지원을 받으실 수 있습니다."
slide2_kicker,Helplines & resources,Líneas de ayuda y recursos,Lignes d'aide et ressources,帮助热线和资源,हेल्पलाइन और संसाधन,상담전화 및 자료
slide2_title,Get immediate support,Obtén apoyo inmediato,Obtenez un soutien immédiat,获得即时支持,तुरंत सहायता प्राप्त करें,즉각적인 도움 받기
slide3_cta,Schedule now,Agendar ahora,Planifier maintenant,立即预约,अभी शेड्यूल करें,지금 예약하기
slide3_desc,"Use our appointment scheduler to request online counseling. Choose a time that works for you and get connected to support in a private, respectful way.",Usa nuestro programador de citas para solicitar consejería en línea. Elige un horario que te funcione y conéctate con apoyo de manera privada y respetuosa.,Utilisez notre planificateur de rendez-vous pour demander des conseils en ligne. Choisissez un moment qui vous convient et connectez-vous au soutien de manière privée et respectueuse.,使用我们的预约系统申请在线咨询。选择适合您的时间，以私密、尊重的方式获得支持。,"ऑनलाइन परामर्श का अनुरोध करने के लिए हमारे अपॉइंटमेंट शेड्यूलर का उपयोग करें। अपने लिए उपयुक्त समय चुनें और निजी, सम्मानजनक तरीके से सहायता से जुड़ें।",온라인 상담을 요청하려면 예약 시스템을 이용하세요. 편리한 시간을 선택하고 프라이버시가 보장되는 방식으로 상담을 받으실 수 있습니다.
slide3_kicker,Online counseling,Consejería en línea,Conseil en ligne,在线咨询,ऑनलाइन परामर्श,온라인 상담
slide3_title,Schedule an appointment,Agenda una cita,Planifier un rendez-vous,预约咨询,अपॉइंटमेंट शेड्यूल करें,상담 예약하기
slide4_cta,Join the community,Únete a la comunidad,Rejoindre la communauté,加入社区,समुदाय से जुड़ें,커뮤니티 참여하기
slide4_desc,Explore supportive conversations and real stories from people who have faced mental health challenges. Learn what helped them and share encouragement with others.,Explora conversaciones de apoyo e historias reales de personas que han enfrentado desafíos de salud mental. Aprende qué les ayudó y comparte aliento con otros.,Explorez des conversations de soutien et des histoires vraies de personnes qui ont fait face à des défis de santé mentale. Apprenez ce qui les a aidés et partagez des encouragements avec les autres.,探索支持性对话和面对心理健康挑战的真实故事。了解什么帮助了他们，并与他人分享鼓励。,सहायक बातचीत और मानसिक स्वास्थ्य चुनौतियों का सामना करने वाले लोगों की वास्तविक कहानियों का अन्वेषण करें। जानें कि क्या उनकी मदद की और दूसरों के साथ प्रोत्साहन साझा करें।,정신건강 문제를 겪었던 분들의 진솔한 이야기와 응원의 대화를 나눠보세요. 무엇이 도움이 되었는지 배우고 다른 분들과 격려를 나누세요.
